Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-YF-AA3L-01A-11D-A38G-08	67	24	107	90	48	10
TCGA-YF-AA3M-01A-11D-A42E-08	34	24	80	0	52	0
TCGA-ZF-A9R0-01A-11D-A38G-08	137	56	0	0	32	0
TCGA-ZF-A9R1-01A-11D-A391-08	36	25	0	0	35	0
TCGA-ZF-A9R2-01A-11D-A391-08	64	20	37	26	12	0
TCGA-ZF-A9R3-01A-11D-A38G-08	38	13	7	3	31	4
TCGA-ZF-A9R4-01A-11D-A38G-08	151	103	0	0	30	0
TCGA-ZF-A9R5-01A-12D-A42E-08	0	0	58	0	40	0
TCGA-ZF-A9R7-01A-11D-A38G-08	547	219	0	0	55	0
TCGA-ZF-A9R9-01A-11D-A38G-08	83	64	19	1	39	19
TCGA-ZF-A9RC-01A-11D-A38G-08	140	743	295	0	0	0
TCGA-ZF-A9RD-01A-11D-A42E-08	74	48	16	36	20	10
TCGA-ZF-A9RE-01A-11D-A38G-08	6	0	0	0	48	11
TCGA-ZF-A9RF-01A-11D-A38G-08	85	44	38	65	36	11
TCGA-ZF-A9RG-01A-21D-A42E-08	99	143	25	5	5	11
TCGA-ZF-A9RL-01A-11D-A38G-08	157	15	54	84	40	23
TCGA-ZF-A9RM-01A-11D-A38G-08	1	5	36	22	21	5
TCGA-ZF-A9RN-01A-11D-A42E-08	85	21	21	53	33	15
TCGA-ZF-AA4N-01A-11D-A38G-08	57	41	24	25	21	13
TCGA-ZF-AA4R-01A-11D-A38G-08	21	8	8	17	10	1
TCGA-ZF-AA4T-01A-11D-A38G-08	0	13	20	39	35	0
TCGA-ZF-AA4U-01A-11D-A38G-08	0	7	31	0	37	0
TCGA-ZF-AA4V-01A-11D-A38G-08	185	322	236	34	23	5
TCGA-ZF-AA4W-01A-12D-A38G-08	137	19	43	139	169	30
TCGA-ZF-AA4X-01A-11D-A38G-08	383	347	0	0	0	0
TCGA-ZF-AA51-01A-21D-A391-08	493	129	58	33	26	6
TCGA-ZF-AA52-01A-12D-A391-08	41	56	0	0	21	22
TCGA-ZF-AA53-01A-11D-A391-08	151	46	0	0	0	0
TCGA-ZF-AA54-01A-11D-A391-08	111	33	50	0	0	0
TCGA-ZF-AA56-01A-31D-A391-08	62	14	0	0	31	0
TCGA-ZF-AA58-01A-12D-A42E-08	92	40	61	49	10	2
TCGA-ZF-AA5H-01A-11D-A391-08	17	21	0	0	33	0
TCGA-ZF-AA5N-01A-11D-A42E-08	8	3	20	7	17	4
TCGA-ZF-AA5P-01A-11D-A391-08	27	0	0	0	15	7
